_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight,label
2344,1791,4164,Behind the Lock (Volume 1),Fantasy : Dark,Wesley A. Bianchi,$7.53,,180 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 12, 2017""",English,1979600058,978-1979600057,6 x 0.4 x 9 inches,11.7 ounces,Behind the Lock,Fantasy - Dark Fantasy,Wesley a. Bianchi,$7.53,,180,Createspace Independent Publishing Platform,December 2017,,1979600058,9781979600057,9 x 6 x 0.38 inches,0.55 pounds,1
2345,1689,4165,Blood Axe: The Saga of a Twenty-First Century Viking,Fantasy : Dark,Mr. Chris J Clarke,$8.90,,226 pages,Penman House Publishing; 1 edition,"""December 31, 2017""",English,990876497,978-0990876496,6 x 0.5 x 9 inches,14.2 ounces,Blood Axe  :  The Saga of a Twenty-First Century Viking,Fantasy - Dark Fantasy,Mr Chris J. Clarke,$8.90,,226,Penman House Publishing,December 2017,,990876497,9780990876496,9 x 6 x 0.48 inches,0.68 pounds,1
2347,1606,4166,The Archangel Passage: Book 1,Fantasy : Dark,J. D. Stiver,,The Archangel Passage (Book 1),212 pages,Independently published,"""January 17, 2018""",English,1976927269,978-1976927263,6 x 0.5 x 9 inches,13.4 ounces,The Unyielding,Fantasy - Dark Fantasy,Gary J. Shipley,$10.95,,100,Eraserhead Press,December 2017,,1621052419,9781621052418,7.01 x 5 x 0.24 inches,0.22 pounds,0
2349,2641,4166,The Immersion Of Atticus Merrick,Psychological Thrillers,Gary J. Richards and Paul Alan Richards,$15.23,,564 pages,Independently published,"""January 25, 2018""",English,1976831393,978-1976831393,6 x 1.3 x 9 inches,2.1 pounds,The Unyielding,Fantasy - Dark Fantasy,Gary J. Shipley,$10.95,,100,Eraserhead Press,December 2017,,1621052419,9781621052418,7.01 x 5 x 0.24 inches,0.22 pounds,0
2351,1834,4168,Tales of Levinia,Fantasy : Dark,James Kientopp,$11.95,,,"""Page Publishing, Inc.""","""December 5, 2017""",English,1640823948,978-1640823945,6 x 0.2 x 9 inches,4.6 ounces,Tales of Levinia,Fantasy - Dark Fantasy,James Kientopp,$11.95,,90,"""Page Publishing, Inc.""",December 2017,,1640823948,9781640823945,9 x 6 x 0.22 inches,0.32 pounds,1
2363,1747,4177,The Assembly of Thirteen: The First Two Companions,Fantasy : Dark,Omayra Vlez,$14.99,The Assembly of Thirteen,378 pages,Omayra Velez,"""December 19, 2017""",English,692046577,978-0692046579,6 x 1 x 9 inches,1.4 pounds,The Assembly of Thirteen  :  The First Two Companions,Fantasy - Dark Fantasy,Omayra Velez,$14.99,,380,Golden Spine Books,December 2017,,692046577,9780692046579,9.02 x 5.98 x 0.85 inches,1.22 pounds,1
2366,2141,4179,Children of the Incubi: Marriage of Heaven and Hell (Volume 1),Fantasy : Dark,Lana M. Wiggins,$16.99,Children of the Incubi,450 pages,CreateSpace Independent Publishing Platform; 1 edition,"""October 13, 2017""",English,1976000793,978-1976000799,6 x 1.1 x 9 inches,1.7 pounds,Children of the Incubi  :  Blood Mark,Fantasy - Dark Fantasy,Lana M. Wiggins,$16.99,,480,Createspace Independent Publishing Platform,December 2017,,1981429069,9781981429066,9.02 x 5.98 x 1.07 inches,1.54 pounds,0
2387,1788,4191,Mad Hatters and March Hares: All-New Stories from the World of Lewis Carroll's Alice in Wonderland,Fantasy : Dark,Ellen Datlow and Devi Pillai,$10.99,,336 pages,Tor Books,"""December 12, 2017""",English,765391074,978-0765391070,6.2 x 1 x 9.3 inches,12.5 ounces,Mad Hatters and March Hares  :  All-New Stories from the World of Lewis Carroll's Alice in Wonderland,Fantasy - Dark Fantasy,Ellen Datlow and Devi Pillai,$15.99,,336,Tor Books,December 2017,,765391074,9780765391070,9.1 x 6.1 x 1 inches,0.79 pounds,1
2389,1732,4193,Lion (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$14.99,Vampires and the Life of Erin Rose (Book 3),,Bealion Publishing,"""December 22, 2017""",English,999285823,978-0999285824,5 x 0.6 x 8 inches,10.1 ounces,Lion,Fantasy - Dark Fantasy,S. M. Perlow,$14.99,,262,Bealion Publishing,December 2017,,999285823,9780999285824,8 x 5 x 0.59 inches,0.63 pounds,1
2390,1919,4195,Enemy: Book Three of the Seven Eyes,Fantasy : Dark,Betsy Dornbusch,$15.99,Seven Eyes (Book 3),308 pages,Night Shade Books; Reprint edition,"""November 21, 2017""",English,1597809136,978-1597809139,6 x 0.9 x 9 inches,12.8 ounces,Enemy  :  Book Three of the Seven Eyes,Fantasy - Dark Fantasy,Betsy Dornbusch,$15.99,,308,Night Shade Books,November 2017,,1597809136,9781597809139,9 x 6 x 0.88 inches,0.85 pounds,1
2397,2022,4197,Der Zauberlehrling oder Die Teufelsjger (Vollstndige Ausgabe),Fantasy : Dark,Hanns Heinz Ewers,$8.80,,180 pages,e-artnow,"""November 1, 2017""",English,8026860969,978-8026860969,6 x 0.4 x 9 inches,11.7 ounces,Der Zauberlehrling Oder Die Teufelsjager (Vollstandige Ausgabe),Fantasy - Dark Fantasy,Hanns Heinz Ewers,$8.80,,182,E-Artnow,November 2017,,8026860969,9788026860969,9 x 6 x 0.39 inches,0.55 pounds,1
2400,1908,4198,The Slithering Spark: A Gods Above and Below Fantasy Short Story (Volume 20),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,46 pages,Mary M Raichle,"""November 24, 2017""",English,1944269819,978-1944269814,5 x 0.1 x 8 inches,3.5 ounces,Emperor of Shards  :  A Gods Above and Below Fantasy Short Story,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,44,Mary M Raichle,November 2017,,1944269797,9781944269791,8 x 5 x 0.09 inches,0.12 pounds,0
2402,1795,4199,Captive in the Waves: A Gods Above and Below Fantasy Short Story (Volume 21),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,44 pages,Mary M Raichle,"""December 12, 2017""",English,1944269843,978-1944269845,5 x 0.1 x 8 inches,3.5 ounces,The Slithering Spark  :  A Gods Above and Below Fantasy Short Story,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,46,Mary M Raichle,November 2017,,1944269819,9781944269814,8 x 5 x 0.1 inches,0.12 pounds,0
2412,2029,4206,Natalia's Catalyst,Fantasy : Dark,Raymond Bastien,$21.95,,,"""Christian Faith Publishing, Inc.""","""November 1, 2017""",English,1640799109,978-1640799103,4 x 0.9 x 7 inches,10.6 ounces,Natalia's Catalyst,Fantasy - Dark Fantasy,Raymond Bastien,$21.95,,398,"""Christian Faith Publishing, Inc.""",November 2017,,1640799109,9781640799103,7 x 4 x 0.89 inches,0.66 pounds,1
2426,1981,4217,La Femme immortelle (French Edition),Fantasy : Dark,Pierre Ponson du Terrail,$15.53,,380 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",French,1979608725,978-1979608725,6 x 0.9 x 9 inches,1.4 pounds,La Femme Immortelle,Fantasy - Dark Fantasy,Pierre Ponson Du Terrail,$15.53,,382,Createspace Independent Publishing Platform,November 2017,,1979608725,9781979608725,9 x 6 x 0.79 inches,1.12 pounds,1
2427,1928,4218,Mindrallis: The Fallen Land,Fantasy : Dark,Aaron Bodine,$20.00,,268 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 21, 2017""",English,1979828598,978-1979828598,6 x 0.6 x 9 inches,1 pounds,Mindrallis  :  The Fallen Land,Fantasy - Dark Fantasy,Aaron Bodine,$20.00,,268,Createspace Independent Publishing Platform,November 2017,,1979828598,9781979828598,9.02 x 5.98 x 0.56 inches,0.8 pounds,1
2439,1995,4226,The Golden Curse,Fantasy : Dark,Andreona C. Garlid,$16.99,,232 pages,CreateSpace Independent Publishing Platform,"""November 7, 2017""",English,1979564981,978-1979564984,6 x 0.6 x 9 inches,14.6 ounces,The Goblet,Fantasy - Dark Fantasy,S. C. Parris,$16.00,,288,Permuted Press,November 2017,,1682615529,9781682615522,8.9 x 6 x 0.9 inches,0.7 pounds,0
2446,1970,4230,Animus,Fantasy : Dark,Alex Owens,$12.99,,174 pages,CreateSpace Independent Publishing Platform,"""November 13, 2017""",English,1979740747,978-1979740746,5.2 x 0.4 x 8 inches,9.1 ounces,Animus,Fantasy - Dark Fantasy,Alex Owens,$12.99,,174,Createspace Independent Publishing Platform,November 2017,,1979740747,9781979740746,8 x 5.25 x 0.4 inches,0.45 pounds,1
2455,1952,4238,The Fallen: Dead Sea Trilogy (Volume 2),Fantasy : Dark,Ashley Jensen,$13.95,Dead Sea Trilogy (Book 2),260 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 15, 2017""",English,1978474474,978-1978474475,6 x 0.6 x 9 inches,1 pounds,The Fallen  :  Dead Sea Trilogy,Fantasy - Dark Fantasy,Ashley Jensen,$13.95,,260,Createspace Independent Publishing Platform,November 2017,,1978474474,9781978474475,9 x 6 x 0.55 inches,0.78 pounds,1
2459,1226,4242,The Last Vampire,Fantasy : Dark,C. M. Parker,$6.00,,99 pages,Independently published,"""March 22, 2018""",English,1980627886,978-1980627883,6 x 0.2 x 9 inches,7.2 ounces,The Golden Curse,Fantasy - Dark Fantasy,Andreona C. Garlid,$16.99,,232,Createspace Independent Publishing Platform,November 2017,,1979564981,9781979564984,9 x 6 x 0.53 inches,0.76 pounds,0
2464,1938,4245,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,His Price  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,28,Createspace Independent Publishing Platform,November 2017,,1979910669,9781979910668,9 x 6 x 0.06 inches,0.11 pounds,1
2466,2201,4245,Flesh: The Shield  Maidens of the Cannibal Isles (The Cannibal Isles Collection) (Volume 4),Fantasy : Dark,Juliel Baranne,$7.49,The Cannibal Isles Collection (Book 4),30 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,197799234X,978-1977992345,6 x 0.1 x 9 inches,3.4 ounces,His Price  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,28,Createspace Independent Publishing Platform,November 2017,,1979910669,9781979910668,9 x 6 x 0.06 inches,0.11 pounds,0
2471,2027,4249,Das Bildnis des Dorian Gray - Vollstndige deutsche Ausgabe,Fantasy : Dark,Oscar Wilde,,,140 pages,e-artnow,"""November 1, 2017""",English,8026854616,978-8026854616,6 x 0.3 x 9 inches,9.4 ounces,Das Bildnis Des Dorian Gray - Vollstandige Deutsche Ausgabe,Fantasy - Dark Fantasy,Oscar Wilde,$7.80,,140,E-Artnow,November 2017,,8026854616,9788026854616,9 x 6 x 0.3 inches,0.43 pounds,1
2473,1989,4251,"""Nature of the Beast: Primal Series, Book II (Volume 2)""",Fantasy : Dark,Monique Singleton,$14.99,Primal Series,294 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 8, 2017""",English,1978365977,978-1978365971,6 x 0.7 x 9 inches,1.1 pounds,"""Nature of the Beast  :  Primal Series, Book II""",Fantasy - Dark Fantasy,Monique Singleton,$14.99,,294,Createspace Independent Publishing Platform,November 2017,,1978365977,9781978365971,9 x 6 x 0.66 inches,0.96 pounds,1
2480,1638,4258,When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"""January 11, 2018""",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds,When the World Shook,Fantasy - Dark Fantasy,H. Rider Haggard,$11.30,,306,Createspace Independent Publishing Platform,November 2017,,1979610029,9781979610025,9 x 6 x 0.64 inches,0.91 pounds,0
2482,1971,4259,Galbu: The Histories of the Goddess,Fantasy : Dark,Juliet Baranne,,,28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""November 13, 2017""",English,1979745579,978-1979745574,6 x 0.1 x 9 inches,3.2 ounces,Galbu  :  The Histories of the Goddess,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,28,Createspace Independent Publishing Platform,November 2017,,1979745579,9781979745574,9 x 6 x 0.06 inches,0.11 pounds,1
2486,1883,4260,Brebaje (Spanish Edition),Fantasy : Dark,Tamara Romero,$8.95,,100 pages,CreateSpace Independent Publishing Platform,"""November 29, 2017""",Spanish,1979893667,978-1979893664,5.5 x 0.2 x 8.5 inches,6.4 ounces,Brebaje,Fantasy - Dark Fantasy,Tamara Romero,$8.95,,100,Createspace Independent Publishing Platform,November 2017,,1979893667,9781979893664,8.5 x 5.5 x 0.24 inches,0.3 pounds,1
2493,2095,4268,Dark Butterfly,Fantasy : Dark,Meyari McFarland,$5.99,,48 pages,Mary M Raichle,"""October 21, 2017""",English,1944269762,978-1944269760,5 x 0.1 x 8 inches,3.7 ounces,Dark Butterfly,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,50,Mary M Raichle,October 2017,,1944269762,9781944269760,7.99 x 5 x 0.1 inches,0.13 pounds,1
2498,2036,4272,2122: The Perilous Fight (Revolution) (Volume 2),Fantasy : Dark,Karl J Morgan and Adele Brinkley,$11.95,Revolution (Book 2),230 pages,CreateSpace Independent Publishing Platform,"""October 31, 2017""",English,1978076428,978-1978076426,6 x 0.5 x 9 inches,14.4 ounces,2122  :  The Perilous Fight,Fantasy - Dark Fantasy,Karl J. Morgan and Adele Brinkley and Sabrina Lueck,$11.95,,232,Createspace Independent Publishing Platform,October 2017,,1978076428,9781978076426,9.02 x 5.98 x 0.49 inches,0.7 pounds,1
2504,2134,4275,Blackmailed By the Boss: The Complete Volume,Fantasy : Dark,J. Garcia,$10.00,Blackmailed by the Boss,246 pages,"""CreateSpace Independent Publishing Platform; Combined, Large Print edition""","""October 14, 2017""",English,1978179596,978-1978179592,6 x 0.6 x 9 inches,15.4 ounces,Blackmailed by the Boss  :  The Complete Volume,Fantasy - Dark Fantasy,J. Garcia,$10.00,,246,Createspace Independent Publishing Platform,October 2017,,1978179596,9781978179592,9 x 6 x 0.52 inches,0.74 pounds,1
2513,2041,4281,The Beatdown: A Ki Khanga Novel (Volume 1),Fantasy : Dark,Balogun Ojetade,$14.99,The Beatdown (Book 1),292 pages,CreateSpace Independent Publishing Platform,"""October 30, 2017""",English,1979255512,978-1979255516,6 x 0.7 x 9 inches,1.1 pounds,The Beatdown  :  A KI Khanga Novel,Fantasy - Dark Fantasy,Balogun Ojetade,$14.99,,292,Createspace Independent Publishing Platform,October 2017,,1979255512,9781979255516,9.02 x 5.98 x 0.66 inches,0.95 pounds,1
2558,2197,4320,The Bone Carousel (The Lost Ones Trilogy) (Volume 1),Fantasy : Dark,J. Peter W.,$12.99,The Lost Ones Trilogy (Book 1),264 pages,CreateSpace Independent Publishing Platform,"""October 5, 2017""",English,1514169363,978-1514169360,5.2 x 0.7 x 8 inches,13.1 ounces,The Bone Carousel,Fantasy - Dark Fantasy,J. Peter W,$12.99,,264,Createspace Independent Publishing Platform,October 2017,,1514169363,9781514169360,7.99 x 5.24 x 0.6 inches,0.67 pounds,1
2575,2201,4328,Flesh: The Shield  Maidens of the Cannibal Isles (The Cannibal Isles Collection) (Volume 4),Fantasy : Dark,Juliel Baranne,$7.49,The Cannibal Isles Collection (Book 4),30 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,197799234X,978-1977992345,6 x 0.1 x 9 inches,3.4 ounces,Raven  :  The Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,30,Createspace Independent Publishing Platform,October 2017,,1977892566,9781977892560,9.02 x 5.98 x 0.06 inches,0.12 pounds,0
2582,2070,4331,Flesh: The Shield Maidens and the Prince (The Cannibal Isles Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,,The Cannibal Isles Collection (Book 7),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 26, 2017""",English,1979216800,978-1979216807,6 x 0.1 x 9 inches,3.2 ounces,Cannibal  :  The Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,28,Createspace Independent Publishing Platform,October 2017,,1978229658,9781978229655,9.02 x 5.98 x 0.06 inches,0.11 pounds,0
2588,2070,4333,Flesh: The Shield Maidens and the Prince (The Cannibal Isles Collection) (Volume 7),Fantasy : Dark,Juliet Baranne,,The Cannibal Isles Collection (Book 7),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 26, 2017""",English,1979216800,978-1979216807,6 x 0.1 x 9 inches,3.2 ounces,Flesh  :  The Shield Maidens and the Prince,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,28,Createspace Independent Publishing Platform,October 2017,,1979216800,9781979216807,9.02 x 5.98 x 0.06 inches,0.11 pounds,1
2599,2107,4344,The Sinister Portrait of Cherie Rose (Gloryhill) (Volume 2),Fantasy : Dark,Vanessa Hawkins,$12.50,Gloryhill (Book 2),330 pages,CreateSpace Independent Publishing Platform; 1 edition,"""October 19, 2017""",English,1548866857,978-1548866853,5.5 x 0.8 x 8.5 inches,1.1 pounds,The Sinister Portrait of Cherie Rose,Fantasy - Dark Fantasy,Vanessa Hawkins,$12.50,,332,Createspace Independent Publishing Platform,October 2017,,1548866857,9781548866853,8.5 x 5.51 x 0.74 inches,0.93 pounds,1
2625,2147,4363,The Iron Dragon: An Orb Fantasy (The Peculiar Pastimes of Retired Fairy Godmothers) (Volume 2),Fantasy : Dark,WC Quick,$5.95,The Peculiar Pastimes of Retired Fairy Godmothers (Book 2),68 pages,CreateSpace Independent Publishing Platform; 1 edition,"""October 13, 2017""",English,1978311885,978-1978311886,6 x 0.2 x 9 inches,5.4 ounces,The Iron Dragon  :  An Orb Fantasy,Fantasy - Dark Fantasy,Wc Quick,$5.95,,70,Createspace Independent Publishing Platform,October 2017,,1978311885,9781978311886,9.02 x 5.98 x 0.17 inches,0.25 pounds,1
2627,1136,4365,"""Trial by Treason: The Enchanter General, Book Two""",Fantasy : Dark,Dave Duncan,$15.99,The Enchanter General (Book 2),336 pages,Night Shade Books,"""October 2, 2018""",English,1597809535,978-1597809535,5.5 x 8.2 inches,1.1 pounds,"""Ironfoot  :  The Enchanter General, Book One""",Fantasy - Dark Fantasy,Dave Duncan,$15.99,,344,Night Shade Books,October 2017,,1597809179,9781597809177,8.2 x 5.5 x 1 inches,0.7 pounds,0
2639,1214,4374,The Devil's Standoff (Devil's Revolver),Fantasy : Dark,V S McGrath,$16.95,Devil's Revolver (Book 2),348 pages,Brain Mill Press,"""April 2, 2018""",English,1948559013,978-1948559010,5.5 x 0.7 x 8.5 inches,14.2 ounces,The Devil's Revolver,Fantasy - Dark Fantasy,V. S. McGrath,$16.95,,322,Brain Mill Press,September 2017,,1942083548,9781942083542,8.5 x 5.5 x 0.67 inches,0.82 pounds,0
2646,1971,4378,Galbu: The Histories of the Goddess,Fantasy : Dark,Juliet Baranne,,,28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""November 13, 2017""",English,1979745579,978-1979745574,6 x 0.1 x 9 inches,3.2 ounces,Goddess,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,74,Createspace Independent Publishing Platform,September 2017,,1976282764,9781976282768,9.02 x 5.98 x 0.15 inches,0.24 pounds,0
2655,1497,4383,The Sins of  Sister Severa,Fantasy : Dark,Juliet Baranne,$7.29,,86 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 5, 2018""",English,1985148080,978-1985148086,6 x 0.2 x 9 inches,6.4 ounces,Women of the Temple  :  The Histories of the Goddess,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,44,Createspace Independent Publishing Platform,September 2017,,1977618650,9781977618658,9 x 6 x 0.09 inches,0.16 pounds,0
2657,1628,4383,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,Women of the Temple  :  The Histories of the Goddess,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,44,Createspace Independent Publishing Platform,September 2017,,1977618650,9781977618658,9 x 6 x 0.09 inches,0.16 pounds,0
2658,1329,4394,The Dark Age Chronicles: Eve of Battle,Fantasy : Dark,T. L. Bailey,,The Dark Age Chronicles (Book 4),470 pages,Independently published,"""March 5, 2018""",English,198047902X,978-1980479024,6 x 1.2 x 9 inches,1.7 pounds,The Heir of the Dark Lords  :  The Enemy Revealed,Fantasy - Dark Fantasy,B. T. Harris,$15.00,,252,Createspace Independent Publishing Platform,September 2017,,1977532373,9781977532374,9.02 x 5.98 x 0.57 inches,0.82 pounds,0
2673,660,4398,The Rhu Thorian Ambassador (Wolfe and the Enemy Unknown),Science Fiction : Space Opera,William Hoffman,$7.50,Wolfe and the Enemy Unknown (Book 3),162 pages,Independently published,"""December 17, 2017""",English,1973572966,978-1973572961,6 x 0.4 x 9 inches,10.7 ounces,The Fall of the Faere and Other Stories,Fantasy - Dark Fantasy,William Timothy Murray,$9.99,,178,Penflight Books,September 2017,,1944320504,9781944320508,8.5 x 5.5 x 0.38 inches,0.47 pounds,0
2679,1096,4414,The Silent Invader (Chronicles of the Final Tyberian King) (Volume 1),Science Fiction : Space Opera,R. B. Thurman,$18.99,Chronicles of the Final Tyberian King (Book 1),358 pages,R. B. Thurman,"""September 27, 2017""",English,153560090X,978-1535600903,6 x 0.8 x 9 inches,1.4 pounds,The Harps of the Six Kingdoms,Fantasy - Dark Fantasy,Leah R. Cutter,$14.99,,292,Createspace Independent Publishing Platform,September 2017,,1975607074,9781975607074,9.02 x 5.98 x 0.61 inches,0.87 pounds,0
2729,1497,4491,The Sins of  Sister Severa,Fantasy : Dark,Juliet Baranne,$7.29,,86 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 5, 2018""",English,1985148080,978-1985148086,6 x 0.2 x 9 inches,6.4 ounces,The Vale of Desire,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,74,Createspace Independent Publishing Platform,August 2017,,1975814916,9781975814915,9.02 x 5.98 x 0.15 inches,0.24 pounds,0
2760,1971,4525,Galbu: The Histories of the Goddess,Fantasy : Dark,Juliet Baranne,,,28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""November 13, 2017""",English,1979745579,978-1979745574,6 x 0.1 x 9 inches,3.2 ounces,The Crown Prince  :  The Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,24,Createspace Independent Publishing Platform,August 2017,,1975850661,9781975850661,9.02 x 5.98 x 0.05 inches,0.1 pounds,0
2769,1971,4534,Galbu: The Histories of the Goddess,Fantasy : Dark,Juliet Baranne,,,28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""November 13, 2017""",English,1979745579,978-1979745574,6 x 0.1 x 9 inches,3.2 ounces,The Shield Maiden of the North,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,28,Createspace Independent Publishing Platform,August 2017,,1974239225,9781974239221,9 x 6 x 0.06 inches,0.11 pounds,0
2771,1497,4534,The Sins of  Sister Severa,Fantasy : Dark,Juliet Baranne,$7.29,,86 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 5, 2018""",English,1985148080,978-1985148086,6 x 0.2 x 9 inches,6.4 ounces,The Shield Maiden of the North,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,28,Createspace Independent Publishing Platform,August 2017,,1974239225,9781974239221,9 x 6 x 0.06 inches,0.11 pounds,0
2781,1938,4540,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,The War Leader Omnibus  :  Victory of the Shield Maiden,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,26,Createspace Independent Publishing Platform,August 2017,,1975657926,9781975657925,9.02 x 5.98 x 0.05 inches,0.11 pounds,0
2785,2159,4543,Cannibal: The Shield Maidens (The Cannibal Isles Collection) (Volume 5),Fantasy : Dark,Juliet Baranne,$7.49,The Cannibal Isles Collection (Book 5),28 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 11, 2017""",English,1978229658,978-1978229655,6 x 0.1 x 9 inches,3.2 ounces,The Captive  :  The Histories of the Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,32,Createspace Independent Publishing Platform,August 2017,,1975846389,9781975846381,9.02 x 5.98 x 0.07 inches,0.13 pounds,0
2799,2379,4554,The Master of Ballantrae: A Winter's Tale,Psychological Thrillers,Robert Louis Stevenson,,,150 pages,CreateSpace Independent Publishing Platform,"""March 19, 2018""",English,198661610X,978-1986616102,6 x 0.3 x 9 inches,9.9 ounces,The People of the Black Circle,Fantasy - Dark Fantasy,Robert E. Howard,$7.99,,106,Createspace Independent Publishing Platform,July 2017,,1973793555,9781973793557,9 x 6 x 0.22 inches,0.34 pounds,0
2828,2202,4589,The Goddess: The Histories of the Goddess (Volume 4),Fantasy : Dark,Jerome Brooke,$9.79,The Histories of the Goddess (Book 4),248 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,1977991386,978-1977991386,6 x 0.6 x 9 inches,15.4 ounces,The Queen of Death Omnibus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,64,Createspace Independent Publishing Platform,July 2017,,1973730820,9781973730828,9 x 6 x 0.13 inches,0.22 pounds,0
2849,2535,4605,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,Rise of the Snow Queen Book One  :  The Polar Bear King,Fantasy - Dark Fantasy,G. W. Mullins,$10.99,,130,Light of the Moon Publishing,July 2017,,1640080953,9781640080959,7.99 x 5 x 0.31 inches,0.33 pounds,0
2853,786,4608,The First Men in the Moon (Coycoy),Science Fiction : Space Opera,H. G. Wells,$11.99,,360 pages,CreateSpace Independent Publishing Platform,"""November 27, 2017""",English,198118659X,978-1981186594,6 x 0.8 x 9 inches,1.4 pounds,The Harbors of the Sun,Fantasy - Dark Fantasy,Martha Wells,$14.99,,416,Night Shade Books,July 2017,,1597809330,9781597809337,8.9 x 6 x 1.1 inches,1.15 pounds,0
2874,1628,4642,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,Rape of the Prince Omnibus  :  The Shield Maidens,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,34,Createspace Independent Publishing Platform,July 2017,,1973721287,9781973721284,9 x 6 x 0.07 inches,0.13 pounds,0
2881,2201,4648,Flesh: The Shield  Maidens of the Cannibal Isles (The Cannibal Isles Collection) (Volume 4),Fantasy : Dark,Juliel Baranne,$7.49,The Cannibal Isles Collection (Book 4),30 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 4, 2017""",English,197799234X,978-1977992345,6 x 0.1 x 9 inches,3.4 ounces,Cannibal Women Omnibus  :  Shield Maidens of the Isles,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,40,Createspace Independent Publishing Platform,July 2017,,197404341X,9781974043415,9.02 x 5.98 x 0.08 inches,0.15 pounds,0
