_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight
1775,2093,3426,Cradled Darkness: Gems of the Goddess Book 2,Fantasy : Dark,Jessie Rister and Kathy Krick,$6.00,Gems of the Goddess (Book 2),220 pages,Independently published,"""October 22, 2017""",English,1973126982,978-1973126980,6 x 0.6 x 9 inches,13.9 ounces,"""Children of the Great Reckoning, Firewall, Book 2  :  Samu'el""",Science Fiction - Space Opera,K. B. Nelson and Kathy Haug,$15.50,,432.0,Karunajoythi Books,May 2013,,0615813224,9780615813226,9 x 6 x 0.88 inches,1.27 pounds
1776,971,3431,Dark Space Universe (Book 3): The Last Stand (Volume 9),Science Fiction : Space Opera,Jasper T. Scott and Dave P. Cantrell,$12.77,Dark Space,332 pages,CreateSpace Independent Publishing Platform; 2 edition,"""October 16, 2017""",English,1978452446,978-1978452442,6 x 0.8 x 9 inches,1.3 pounds,Dark Space,Science Fiction - Space Opera,Jasper T. Scott,$9.77,,208.0,Createspace Independent Publishing Platform,April 2013,,1484015800,9781484015803,9.02 x 5.98 x 0.44 inches,0.63 pounds
1777,1506,3444,Shadows in Zamboula: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,74 pages,CreateSpace Independent Publishing Platform,"""February 4, 2018""",English,1985009404,978-1985009400,8.5 x 0.2 x 11 inches,8.8 ounces,Shadows in Golstar,Science Fiction - Space Opera,Terrence E. Scott,$18.20,,538.0,Createspace,April 2013,,1483908186,9781483908182,9 x 6 x 1.09 inches,1.57 pounds
1778,517,3446,Underworld (Shadows of the Void Space Opera Serial) (Volume 5),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,148 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983865834,978-1983865831,5 x 0.3 x 8 inches,7.7 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1779,651,3446,Space Team: Planet of the Japes,Science Fiction : Space Opera,Barry J. Hutchison,$12.99,Space Team (Book 7),306 pages,Zertex Books,"""December 19, 2017""",English,0995623376,978-0995623378,5 x 0.8 x 8 inches,14.2 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1780,652,3446,Space Team: Return of the Dead Guy,Science Fiction : Space Opera,Barry J. Hutchison,$12.99,Space Team (Book 6),286 pages,Zertex Books,"""December 19, 2017""",English,099562335X,978-0995623354,5 x 0.7 x 8 inches,13.4 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1781,655,3446,Dawn (Shadows of the Void Space Opera Serial) (Volume 3),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,144 pages,CreateSpace Independent Publishing Platform,"""December 18, 2017""",English,1974692701,978-1974692705,5 x 0.3 x 8 inches,7.5 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1782,1561,3446,The Medley of the Dreamers: A Collection of Tales (Songs of the Profane),Fantasy : Dark,J. Alden Reed,$8.00,Songs of the Profane,185 pages,Independently published,"""January 25, 2018""",English,197693298X,978-1976932984,6 x 0.5 x 9 inches,12 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1783,678,3446,Stranded (Shadows of the Void Space Opera Serial) (Volume 2),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,140 pages,CreateSpace Independent Publishing Platform,"""December 14, 2017""",English,1974602303,978-1974602308,5 x 0.3 x 8 inches,7.4 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1784,434,3446,Mars Born (Shadows of the Void Space Opera Serial) (Volume 8),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,154 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 27, 2018""",English,1984295187,978-1984295187,5 x 0.4 x 8 inches,8 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1785,2221,3446,The Curse of Roc-Thalian (The Magistricide) (Volume 3),Fantasy : Dark,Scott J. Couturier,$14.99,The Magistricide,388 pages,CreateSpace Independent Publishing Platform,"""October 2, 2017""",English,1974575462,978-1974575466,6 x 1 x 9 inches,1.4 pounds,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1786,459,3446,Burned (Shadows of the Void Space Opera Seral) (Volume 6),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Seral,146 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 21, 2018""",English,1984082507,978-1984082503,5 x 0.3 x 8 inches,7.7 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1787,717,3446,The Galactic Chronicles (Shadows of the Void Space Opera Serial),Science Fiction : Space Opera,J. J. Green,$9.99,Shadows of the Void Space Opera Serial,386 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 8, 2017""",English,198154254X,978-1981542543,5.5 x 0.9 x 8.5 inches,1.3 pounds,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1788,430,3446,Shadow Battle (Shadows of the Void Space Opera Serial) (Volume 9),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,130 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 28, 2018""",English,1984330012,978-1984330017,5 x 0.3 x 8 inches,7 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1789,1914,3446,Within the Ice: Book 1 of the Isiir Chronicles,Fantasy : Dark,C. J. LaPolla,,Isiir Chronicles (Book 1),292 pages,Independently published,"""November 22, 2017""",English,1973361965,978-1973361961,5 x 0.7 x 8 inches,13.6 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1790,1852,3446,Rosinanti: Rise of the Dragon Lord (Volume 3),Fantasy : Dark,Kevin J. Kessler,$16.99,Rosinanti,394 pages,"""Lavish Publishing, LLC; 1 edition""","""December 3, 2017""",English,1944985379,978-1944985370,6 x 0.9 x 9 inches,1.5 pounds,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1791,445,3446,Trapped (Shadows of the Void Space Opera Serial) (Volume 7),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,138 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 24, 2018""",English,1984183435,978-1984183439,5 x 0.3 x 8 inches,7.4 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1792,752,3446,Shadowrise (Shadows of the Void Space Opera Serial) (Volume 4),Science Fiction : Space Opera,J. J. Green,$6.99,Shadows of the Void Space Opera Serial,152 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 1, 2017""",English,1981821333,978-1981821334,5 x 0.4 x 8 inches,7.8 ounces,Curse of the Corruptor,Science Fiction - Space Opera,Brett J. Baker,$12.99,,250.0,Brett J. Baker,April 2013,,0988370255,9780988370258,8.5 x 5.51 x 0.57 inches,0.71 pounds
1793,1864,3447,The Unyielding,Fantasy : Dark,Gary J. Shipley,$10.95,,100 pages,Eraserhead Press,"""December 1, 2017""",English,1621052419,978-1621052418,5 x 0.2 x 7 inches,3.5 ounces,The Initiate's Crucible,Science Fiction - Space Opera,Brett J. Baker,$12.99,,302.0,Brett J. Baker,April 2013,,098837028X,9780988370289,8.5 x 5.51 x 0.68 inches,0.85 pounds
1794,2766,3459,The Devil's Paw,Psychological Thrillers,E. Phillips Oppenheim,$5.99,,102 pages,CreateSpace Independent Publishing Platform,"""December 22, 2017""",English,1981948562,978-1981948567,8.5 x 0.2 x 11 inches,11.5 ounces,The Chaldarian Conspiracy,Science Fiction - Space Opera,E. A. Runyan,$7.15,,168.0,Createspace,March 2013,,1481997777,9781481997775,9 x 6 x 0.36 inches,0.51 pounds
1795,2304,3459,The Breakdown,Psychological Thrillers,B. A. Paris,$16.99,,491 pages,Large Print Press; Large Print edition,"""June 12, 2018""",English,1432847694,978-1432847692,5.5 x 8.5 inches,1.1 pounds,The Chaldarian Conspiracy,Science Fiction - Space Opera,E. A. Runyan,$7.15,,168.0,Createspace,March 2013,,1481997777,9781481997775,9 x 6 x 0.36 inches,0.51 pounds
1796,2471,3459,The Gevaudan Project,Psychological Thrillers,A. K. Preston,$11.25,,406 pages,A.K. Preston,"""March 1, 2018""",English,0692956697,978-0692956694,6 x 0.9 x 9 inches,1.5 pounds,The Chaldarian Conspiracy,Science Fiction - Space Opera,E. A. Runyan,$7.15,,168.0,Createspace,March 2013,,1481997777,9781481997775,9 x 6 x 0.36 inches,0.51 pounds
1797,2481,3459,The Wrong Sister,Psychological Thrillers,T. E. Woods,$15.95,,336 pages,Kensington,"""February 27, 2018""",English,1496712749,978-1496712745,5.7 x 0.9 x 8.3 inches,8.6 ounces,The Chaldarian Conspiracy,Science Fiction - Space Opera,E. A. Runyan,$7.15,,168.0,Createspace,March 2013,,1481997777,9781481997775,9 x 6 x 0.36 inches,0.51 pounds
1798,478,3459,The Galaxy Primes,Science Fiction : Space Opera,"E. E. ""Doc"" Smith",$13.53,,230 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703154,978-1528703154,5.5 x 0.5 x 8.5 inches,10.6 ounces,The Chaldarian Conspiracy,Science Fiction - Space Opera,E. A. Runyan,$7.15,,168.0,Createspace,March 2013,,1481997777,9781481997775,9 x 6 x 0.36 inches,0.51 pounds
1799,1062,3476,The War of the Worlds,Science Fiction : Space Opera,H. G. Wells,$9.95,,112 pages,Independently published,"""October 2, 2017""",English,1549884506,978-1549884504,6 x 0.3 x 9 inches,7.8 ounces,Chronicles of the Marauder,Science Fiction - Space Opera,A. G. Moye and K. H. Half-Light,$13.99,,342.0,Createspace Independent Publishing Platform,March 2013,,1482662027,9781482662023,9 x 6 x 0.71 inches,1.01 pounds
1800,2535,3476,The Secret Places of the Heart,Psychological Thrillers,H. G. Wells,$6.20,,126 pages,CreateSpace Independent Publishing Platform,"""February 15, 2018""",English,1985583240,978-1985583245,6 x 0.3 x 9 inches,8.6 ounces,Chronicles of the Marauder,Science Fiction - Space Opera,A. G. Moye and K. H. Half-Light,$13.99,,342.0,Createspace Independent Publishing Platform,March 2013,,1482662027,9781482662023,9 x 6 x 0.71 inches,1.01 pounds
1801,1405,3484,Behind The Door,Fantasy : Dark,Marcus Liotta,$9.97,,302 pages,Marcus Liotta; 1 edition,"""February 21, 2018""",English,0692077367,978-0692077368,5.5 x 0.8 x 8.5 inches,1 pounds,The Lost Hero,Science Fiction - Space Opera,Marcus Johnson,$12.99,,338.0,Createspace Independent Publishing Platform,March 2013,,1482679981,9781482679984,8 x 5 x 0.7 inches,0.74 pounds
1802,411,3492,Planet of the Damned: Large Print,Science Fiction : Space Opera,Harry Harrison,$17.99,,280 pages,CreateSpace Independent Publishing Platform,"""January 31, 2018""",English,1984355449,978-1984355447,8.5 x 0.6 x 11 inches,1.8 pounds,Shadow of the Wraith,Science Fiction - Space Opera,Ross Harrison,$12.99,,516.0,Shadow Archer Publishing,March 2013,,0957592906,9780957592902,7.81 x 5.06 x 1.04 inches,1.1 pounds
1803,1561,3499,The Medley of the Dreamers: A Collection of Tales (Songs of the Profane),Fantasy : Dark,J. Alden Reed,$8.00,Songs of the Profane,185 pages,Independently published,"""January 25, 2018""",English,197693298X,978-1976932984,6 x 0.5 x 9 inches,12 ounces,The Acolytes of Crane,Science Fiction - Space Opera,J. D. Tew,$11.99,,324.0,Createspace Independent Publishing Platform,February 2013,,1482547589,9781482547580,9.02 x 5.98 x 0.73 inches,1.05 pounds
1804,570,3499,Chaos Fountain: The Chronicles of Acension (Volume 1),Science Fiction : Space Opera,D. C. Ballard,$14.95,The Chronicles of Acension,330 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 6, 2018""",English,1981472932,978-1981472932,6 x 0.8 x 9 inches,1.2 pounds,The Acolytes of Crane,Science Fiction - Space Opera,J. D. Tew,$11.99,,324.0,Createspace Independent Publishing Platform,February 2013,,1482547589,9781482547580,9.02 x 5.98 x 0.73 inches,1.05 pounds
1805,1108,3499,The Last Bastion of Star City (Perseus Gate) (Volume 4),Science Fiction : Space Opera,M. D. Cooper,$6.99,Perseus Gate (Book 4),142 pages,CreateSpace Independent Publishing Platform,"""September 25, 2017""",English,1977683312,978-1977683311,5.2 x 0.4 x 8 inches,7.8 ounces,The Acolytes of Crane,Science Fiction - Space Opera,J. D. Tew,$11.99,,324.0,Createspace Independent Publishing Platform,February 2013,,1482547589,9781482547580,9.02 x 5.98 x 0.73 inches,1.05 pounds
1806,717,3499,The Galactic Chronicles (Shadows of the Void Space Opera Serial),Science Fiction : Space Opera,J. J. Green,$9.99,Shadows of the Void Space Opera Serial,386 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 8, 2017""",English,198154254X,978-1981542543,5.5 x 0.9 x 8.5 inches,1.3 pounds,The Acolytes of Crane,Science Fiction - Space Opera,J. D. Tew,$11.99,,324.0,Createspace Independent Publishing Platform,February 2013,,1482547589,9781482547580,9.02 x 5.98 x 0.73 inches,1.05 pounds
1807,1864,3499,The Unyielding,Fantasy : Dark,Gary J. Shipley,$10.95,,100 pages,Eraserhead Press,"""December 1, 2017""",English,1621052419,978-1621052418,5 x 0.2 x 7 inches,3.5 ounces,The Acolytes of Crane,Science Fiction - Space Opera,J. D. Tew,$11.99,,324.0,Createspace Independent Publishing Platform,February 2013,,1482547589,9781482547580,9.02 x 5.98 x 0.73 inches,1.05 pounds
1808,2723,3500,The First Disappeared,Psychological Thrillers,Michael Woods,$15.00,,309 pages,Independently published,"""January 4, 2018""",English,1976809231,978-1976809231,6 x 0.7 x 9 inches,1.2 pounds,"""Forged in Flame (in Her Name  :  The First Empress, Book 2)""",Science Fiction - Space Opera,Michael R. Hicks,$10.95,,274.0,Imperial Guard Publishing,February 2013,,0988932121,9780988932128,8.5 x 5.5 x 0.62 inches,0.77 pounds
1809,697,3500,The Warlord's Path: Samair in Argos: Book 6,Science Fiction : Space Opera,Michael Kotcher,$6.99,Samair in Argos (Book 6),227 pages,Independently published,"""December 12, 2017""",English,197353391X,978-1973533917,6 x 0.5 x 9 inches,14.4 ounces,"""Forged in Flame (in Her Name  :  The First Empress, Book 2)""",Science Fiction - Space Opera,Michael R. Hicks,$10.95,,274.0,Imperial Guard Publishing,February 2013,,0988932121,9780988932128,8.5 x 5.5 x 0.62 inches,0.77 pounds
1810,908,3503,Jupiter's Glory Book 2: The Pirates and the Priests (Volume 2),Science Fiction : Space Opera,Adam Carter,$6.99,Jupiter's Glory,248 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 1, 2017""",English,1973832976,978-1973832973,4.1 x 0.6 x 6.8 inches,8.8 ounces,The Harbinger and the Shepherd,Science Fiction - Space Opera,Adam Griffith,$19.99,,568.0,Createspace Independent Publishing Platform,February 2013,,1475177747,9781475177749,9 x 6 x 1.15 inches,1.65 pounds
1811,2702,3508,The Master of Ballantrae,Psychological Thrillers,Robert Louis Stevenson,,,98 pages,CreateSpace Independent Publishing Platform,"""January 10, 2018""",English,1983627372,978-1983627378,8.5 x 0.2 x 11 inches,11 ounces,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1812,1563,3508,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1813,2215,3508,The King in Yellow,Fantasy : Dark,Robert W Chambers,$7.95,,146 pages,CreateSpace Independent Publishing Platform; Classics - The King in Yellow edition,"""October 3, 2017""",English,197788816X,978-1977888167,8.5 x 0.3 x 11 inches,15.7 ounces,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1814,850,3508,Human Parity (Emergence Series),Science Fiction : Space Opera,J. Robert,,Emergence Series (Book 1),339 pages,Independently published,"""November 12, 2017""",English,1549942352,978-1549942358,6 x 0.8 x 9 inches,1.3 pounds,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1815,2517,3508,The Business of Life,Psychological Thrillers,Robert W. Chambers,$17.99,,332 pages,CreateSpace Independent Publishing Platform,"""February 19, 2018""",English,1985697831,978-1985697836,6 x 0.8 x 9 inches,1.3 pounds,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1816,2686,3508,The Mind Full,Psychological Thrillers,Robert Lashley,$8.00,,234 pages,Lulu.com,"""January 16, 2018""",English,1365538338,978-1365538339,6 x 0.6 x 9 inches,14.7 ounces,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1817,632,3508,The Invisible Sarcophagus,Science Fiction : Space Opera,Robert Pritchard,$8.99,,237 pages,Independently published,"""December 24, 2017""",English,1976721253,978-1976721250,5.5 x 0.6 x 8.5 inches,13.1 ounces,The Human,Science Fiction - Space Opera,MR Robert Mastromarino,$9.49,,244.0,Createspace Independent Publishing Platform,February 2013,,1482048183,9781482048186,9.02 x 5.98 x 0.51 inches,0.73 pounds
1818,1226,3528,The Last Vampire,Fantasy : Dark,C. M. Parker,$6.00,,99 pages,Independently published,"""March 22, 2018""",English,1980627886,978-1980627883,6 x 0.2 x 9 inches,7.2 ounces,The Backworlds,Science Fiction - Space Opera,M. Pax,$10.95,,186.0,Mpax,January 2013,,061568176X,9780615681764,8 x 5 x 0.4 inches,0.42 pounds
1819,1569,3532,The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,"""January 24, 2018""",English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces,The Catalyst,Science Fiction - Space Opera,Chris Reher,$10.95,,204.0,Nerds Unlimited,January 2013,,0991698541,9780991698547,8 x 5.25 x 0.43 inches,0.48 pounds
1820,1234,3532,The Magistocrats,Fantasy : Dark,Chris Moiser,$9.80,,340 pages,Independently published,"""March 21, 2018""",English,1980619069,978-1980619062,6 x 0.8 x 9 inches,1.3 pounds,The Catalyst,Science Fiction - Space Opera,Chris Reher,$10.95,,204.0,Nerds Unlimited,January 2013,,0991698541,9780991698547,8 x 5.25 x 0.43 inches,0.48 pounds
1821,2723,3537,The First Disappeared,Psychological Thrillers,Michael Woods,$15.00,,309 pages,Independently published,"""January 4, 2018""",English,1976809231,978-1976809231,6 x 0.7 x 9 inches,1.2 pounds,"""From Chaos Born (in Her Name  :  The First Empress, Book 1)""",Science Fiction - Space Opera,Michael R. Hicks,$10.95,,290.0,Imperial Guard Publishing,January 2013,,0988932105,9780988932104,8.5 x 5.5 x 0.65 inches,0.82 pounds
1822,1623,3538,The Uprising (Erafeen),Fantasy : Dark,David F. Farris,,Erafeen (Book 3),423 pages,Independently published,"""January 15, 2018""",English,1976901367,978-1976901362,6 x 1.1 x 9 inches,1.6 pounds,The Wayward Star,Science Fiction - Space Opera,Monica F. Helms,$12.99,,274.0,Createspace Independent Publishing Platform,December 2012,,148121232X,9781481212328,9 x 6 x 0.58 inches,0.81 pounds
1823,379,3539,Exodus: Empires at War: Book 12: Time Strike. (Volume 12),Science Fiction : Space Opera,Doug Dandridge,$18.00,Exodus,378 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 7, 2018""",English,1985195100,978-1985195103,5 x 0.9 x 8 inches,1.1 pounds,Exodus  :  Empires at War: Book 2,Science Fiction - Space Opera,Doug Dandridge,$15.00,,386.0,Createspace Independent Publishing Platform,December 2012,,1481260014,9781481260015,7.99 x 5 x 0.8 inches,0.84 pounds
1824,390,3539,Exodus: Empires at War: Book 11: Day of Infamy (Volume 11),Science Fiction : Space Opera,Doug Dandridge,$18.00,Exodus: Empires at War,414 pages,CreateSpace Independent Publishing Platform; 1 edition,"""February 6, 2018""",English,1985174634,978-1985174634,5 x 0.9 x 8 inches,1.2 pounds,Exodus  :  Empires at War: Book 2,Science Fiction - Space Opera,Doug Dandridge,$15.00,,386.0,Createspace Independent Publishing Platform,December 2012,,1481260014,9781481260015,7.99 x 5 x 0.8 inches,0.84 pounds
1825,2114,3547,"""Carnacki, The Ghost Finder""",Fantasy : Dark,William Hope Hodgson and Anton Rivas,$11.49,,286 pages,CreateSpace Independent Publishing Platform,"""October 18, 2017""",English,1978431333,978-1978431331,6 x 0.6 x 9 inches,1.1 pounds,The Liberator,Science Fiction - Space Opera,William Manchee and Dan Silverman,$13.00,,360.0,Top Publications,December 2012,,1929976631,9781929976638,8.4 x 5.5 x 0.8 inches,1.05 pounds
1826,1222,3547,The History of Caliph Vathek,Fantasy : Dark,William Beckford and Samuel Henley,$8.38,,96 pages,CreateSpace Independent Publishing Platform,"""March 22, 2018""",English,1986752372,978-1986752374,6 x 0.2 x 9 inches,7 ounces,The Liberator,Science Fiction - Space Opera,William Manchee and Dan Silverman,$13.00,,360.0,Top Publications,December 2012,,1929976631,9781929976638,8.4 x 5.5 x 0.8 inches,1.05 pounds
1827,1096,3550,The Silent Invader (Chronicles of the Final Tyberian King) (Volume 1),Science Fiction : Space Opera,R. B. Thurman,$18.99,Chronicles of the Final Tyberian King (Book 1),358 pages,R. B. Thurman,"""September 27, 2017""",English,153560090X,978-1535600903,6 x 0.8 x 9 inches,1.4 pounds,The Eyes of the Night,Science Fiction - Space Opera,R. F. Coerper,$10.00,,158.0,Createspace Independent Publishing Platform,December 2012,,1481074067,9781481074063,9 x 6 x 0.34 inches,0.48 pounds
1828,1207,3550,The Night Dahlia (Nightwise),Fantasy : Dark,R. S. Belcher,$18.99,Nightwise (Book 2),368 pages,Tor Books,"""April 3, 2018""",English,0765390124,978-0765390127,6.1 x 0.9 x 9.1 inches,15.7 ounces,The Eyes of the Night,Science Fiction - Space Opera,R. F. Coerper,$10.00,,158.0,Createspace Independent Publishing Platform,December 2012,,1481074067,9781481074063,9 x 6 x 0.34 inches,0.48 pounds
1829,1636,3550,The Blood of Altlock: Book 1 of the Altlock Saga (Volume 1),Fantasy : Dark,R. A. Miller,$9.99,The Altlock Saga,124 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 12, 2018""",English,198382383X,978-1983823831,6 x 0.3 x 9 inches,8.5 ounces,The Eyes of the Night,Science Fiction - Space Opera,R. F. Coerper,$10.00,,158.0,Createspace Independent Publishing Platform,December 2012,,1481074067,9781481074063,9 x 6 x 0.34 inches,0.48 pounds
1830,411,3553,Planet of the Damned: Large Print,Science Fiction : Space Opera,Harry Harrison,$17.99,,280 pages,CreateSpace Independent Publishing Platform,"""January 31, 2018""",English,1984355449,978-1984355447,8.5 x 0.6 x 11 inches,1.8 pounds,Temple of the Sixth,Science Fiction - Space Opera,Ross Harrison,$14.95,,424.0,Createspace Independent Publishing Platform,December 2012,,1481164074,9781481164078,7.81 x 5.06 x 0.86 inches,0.91 pounds
1831,2312,3554,How Far She's Come: A Novel,Psychological Thrillers,Holly Brown,$15.99,,416 pages,William Morrow Paperbacks,"""May 22, 2018""",English,0062749927,978-0062749925,5.3 x 0.9 x 8 inches,10.4 ounces,Warpaint  :  A Cadence Drake Novel,Science Fiction - Space Opera,Holly Lisle,$19.99,,452.0,Createspace Independent Publishing Platform,December 2012,,148119030X,9781481190305,9.02 x 5.98 x 0.91 inches,1.32 pounds
1832,485,3563,Valley of Dreams,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,36 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703405,978-1528703406,5.5 x 0.1 x 8.5 inches,2.1 ounces,Heroes of Helios,Science Fiction - Space Opera,Michael G. Thomas,$13.99,,320.0,Swordworks,December 2012,,1909149144,9781909149144,8 x 5.25 x 0.72 inches,0.81 pounds
1833,2709,3564,The Evenings: A Winter's Tale,Psychological Thrillers,Gerard Reve and Sam Garrett,$11.76,,320 pages,Pushkin Press; Reprint edition,"""January 9, 2018""",English,1782273018,978-1782273011,5.1 x 0.9 x 7.8 inches,14.1 ounces,The Dreamer's World  :  A Sleepless Slumber,Science Fiction - Space Opera,Gerard Siorek and Gerard Siorek,$14.99,,400.0,Gerard Siorek,December 2012,,0615720013,9780615720012,7.99 x 5.24 x 0.82 inches,0.91 pounds
1834,42,3567,Watchers of the Throne: The Emperor's Legion,Science Fiction : Space Opera,Chris Wraight,$12.18,Watchers of the Throne,352 pages,Games Workshop,"""September 4, 2018""",English,178496767X,978-1784967673,5.1 x 7.8 inches,1.1 pounds,Empires of Light  :  The Labyrinth,Science Fiction - Space Opera,Chris Vuille,$14.95,,372.0,Createspace Independent Publishing Platform,December 2012,,1480245046,9781480245044,9.02 x 5.98 x 0.77 inches,1.09 pounds
